カテゴリ,管理番号,施設名,郵便番号,所在地,開設者名,管理者名,電話番号,開設年月日,有効開始日,有効終了日,出典ファイル
一般診療所,,医療法人希会　きぼうクリニック,525-0056,草津市南草津プリムタウン四丁目８番地２－１階,医療法人希会,,077-598-6554,2023-05-01,,,5624240.xlsx
一般診療所,,いうら皮ふ科クリニック,520-3025,草津市追分南1丁目1-14,医療法人いうら皮ふ科クリニック,,574-8570,2023-05-01,,,5624240.xlsx
一般診療所,,おおにし耳鼻咽喉科,525-0066,草津市矢橋町102番地8 2階,医療法人宗結会,,077-599-1087,2023-08-01,,,5624240.xlsx
一般診療所,,おかもと内科・糖尿病クリニック,525-0021,草津市川原二丁目16-39,岡本　拓也,,514-8351,2023-09-04,,,5624240.xlsx
一般診療所,,カノアビューティ―クリニック,525-0059,草津市野路一丁目８－１８　エルミナeeビルディング203号室,一般社団法人仁秀グループ,,514-8356,2023-10-17,,,5624240.xlsx
一般診療所,,南草津ひだまりハートクリニック,525-0050,草津市南草津三丁目４番７,医療法人シーエルリンク,,599-1430,2023-11-01,,,5624240.xlsx
一般診療所,,TCB 東京中央美容外科・TCB スキンクリニック　草津院,525-0032,草津市大路一丁目1番1号　エルティ９３２ビル３階,医療法人社団メディカルフロンティア,,598-1406,2023-12-02,,,5624240.xlsx
一般診療所,,JIN CLINIC,525-0067,草津市新浜町300 イオンモール草津1F,福田　神,,598-5293,2024-04-01,,,5624240.xlsx
一般診療所,,いわさ眼科,525-0025,草津市西渋川1-3-18,岩佐　真紀,,599-3530,2024-05-01,,,5624240.xlsx
一般診療所,,まごころファミリークリニック,525-0025,草津市西渋川一丁目21番14号1階,医療法人長光会,,,2024-08-01,,,5624240.xlsx
一般診療所,,医療法人社団廣瀨会銀座クリニック南草津院,525-0059,草津市野路一丁目９番地１７ VENZAITEN BLDG. MINAMIKUSATSU 4階,医療法人社団廣瀨会,,,2024-12-19,,,5624240.xlsx
一般診療所,,みなくさメンタルクリニック,525-0059,草津市野路二丁目１６－５,柴田　俊,,080-6537-5021,2025-07-01,,,5624240.xlsx
一般診療所,,J  CLINIC,525-0059,草津市野路一丁目１５－５　フェリエ南草津３Ｆ,大髙　淳輝,,558-5224,2025-07-27,,,5624240.xlsx
一般診療所,,みやはら整形外科,525-0046,草津市追分南二丁目１２番２号,宮原　健一郎,,518-6001,2025-10-01,,,5624240.xlsx
一般診療所,,南草津おなかと胃・大腸カメラのクリニック,525-0050,草津市南草津二丁目３番１１,医療法人シーエルリンク,,,2025-11-01,,,5624240.xlsx
一般診療所,,医療法人真樹会　滋賀ひかりハートクリニック,525-0065,草津市橋岡町４２番地１　スリーワン南草津１階,医療法人真樹会,,518-7414,2025-12-01,,,5624240.xlsx
一般診療所,,医療法人四つ葉会よつば会クリニック草津院,525-0026,草津市渋川一丁目１番５０号　近鉄百貨店草津店５階,医療法人四つ葉会,,558-5022,2026-01-07,,,5624240.xlsx
一般診療所,,おひさま眼科,525-0025,草津市西渋川一丁目２３番３０号アル・プラザ２階,医療法人愛光会,,518-8081,2026-02-10,,,5624240.xlsx
一般診療所,,きいろのたね　こどもの発達・不登校クリニック,525-0059,草津市野路一丁目７－２１　リベリ―南草津205号,医療法人杏華会,,558-6575,2026-04-01,,,5624240.xlsx
一般診療所,,ねこのて婦人科クリニック,525-0025,草津市西渋川一丁目２１番１４号　エルミナＭＣビル２階,田中　雅子,,514-7522,2026-05-01,,,5624240.xlsx
一般診療所,,医療法人 かさはら医院,524-0012,守山市播磨田町1456-1,医療法人かさはら医院,,514-0003,2001-04-01,,,5624240.xlsx
一般診療所,,医療法人 さくら会守山さくら内科クリニック,524-0022,守山市守山三丁目10-13,医療法人さくら会守山さくら内科クリニック,,582-6577,2008-10-01,,,5624240.xlsx
一般診療所,,医療法人 やまもと小児科,524-0045,守山市金森町959,医療法人やまもと小児科,,581-2375,2006-04-01,,,5624240.xlsx
一般診療所,,医療法人 藤本クリニック,524-0037,守山市梅田町2-1　セルバ守山204,医療法人藤本クリニック,,582-6032,2021-08-01,,,5624240.xlsx
一般診療所,,医療法人社団 山岡整形外科医院,524-0041,守山市勝部1-17-28,医療法人社団山岡整形外科医院,,583-1122,2006-04-01,,,5624240.xlsx
一般診療所,,医療法人拓真会　つかもと耳鼻咽喉科,524-0037,守山市梅田町15番7号,医療法人拓真会,,581-3387,2009-08-01,,,5624240.xlsx
一般診療所,,うちだクリニック,524-0022,守山市守山5-8-7,内田　康和,,514-3633,2001-12-10,,,5624240.xlsx
一般診療所,,かいつぶり診療所,524-0022,守山市守山町168-1,社会福祉法人滋賀県障害児協会,,514-1715,2006-09-01,,,5624240.xlsx
一般診療所,,グンゼ株式会社守山工場附属診療所,524-0064,守山市森川原町163,グンゼ株式会社守山工場,,585-0251,,,,5624240.xlsx
一般診療所,,柴田クリニック,524-0012,守山市播磨田町3016-7,柴田　修行,,581-1231,2005-04-11,,,5624240.xlsx
一般診療所,,医療法人德林クリニック,524-0022,守山市守山6-8-3,医療法人德林クリニック,,514-3811,2016-12-01,,,5624240.xlsx
一般診療所,,特別養護老人ホームしがそせい苑医務室,524-0102,守山市水保町2650-1,社会福祉法人明富の郷,,585-7878,2003-03-01,,,5624240.xlsx
一般診療所,,TOPPANｸﾞﾙｰﾌﾟ健康保険組合守山診療所,524-0051,守山市三宅町436-1,TOPPANグループ健康保険組合,,582-7200,1981-07-24,,,5624240.xlsx
一般診療所,,ひろたに医院,524-0054,守山市大林町214-5,廣谷　秀一,,581-3636,1998-07-21,,,5624240.xlsx
一般診療所,,ふくだ医院,524-0065,守山市山賀町字灰塚1018,福田　正悟,,585-6650,1998-06-19,,,5624240.xlsx
一般診療所,,ふくはら内科クリニック,524-0041,守山市勝部１-16-27-103,福原　武久,,582-6789,1991-05-13,,,5624240.xlsx
一般診療所,,まつかわ小児科,524-0102,守山市水保町1268-20,松川　誠司,,585-4153,1995-04-14,,,5624240.xlsx
一般診療所,,守山こころのクリニック,524-0041,守山市勝部一丁目１番21-202号,医療法人碧水会,,514-2262,2009-04-01,,,5624240.xlsx
一般診療所,,旭化成守山製造所診療所(健康経営支援センター),524-0002,守山市小島町515,旭化成株式会社守山製造所,,581-4076,2003-12-18,,,5624240.xlsx
一般診療所,,こうざき耳鼻咽喉科,524-0021,守山市吉身二丁目６番５１号,医療法人こうざき耳鼻咽喉科,,582-1334,1986-12-22,,,5624240.xlsx
一般診療所,,医療法人 山本内科,524-0046,守山市今宿1-4-8,医療法人 山本内科,,583-6677,1992-09-01,,,5624240.xlsx
一般診療所,,医療法人 守山内科クリニック,524-0033,守山市浮気町300-15グランドメゾン守山1-101,医療法人守山内科クリニック,,582-3070,1996-09-01,,,5624240.xlsx
一般診療所,,医療法人 北野耳鼻科,524-0022,守山市守山5-146ｰ7,医療法人北野耳鼻科,,583ｰ8711,1999-10-01,,,5624240.xlsx
一般診療所,,医療法人久敬会 米倉眼科診療所,524-0041,守山市勝部１-1-21-501,医療法人久敬会,,583-2134,1991-04-01,,,5624240.xlsx
一般診療所,,医療法人社団 きどわき医院,524-0012,守山市播磨田町3067,医療法人きどわき医院,,583-8187,1998-05-01,,,5624240.xlsx
一般診療所,,医療法人社団 寺内整形外科,524-0022,守山市守山6-1-63,医療法人社団寺内整形外科,,582-2315,1997-06-01,,,5624240.xlsx
一般診療所,,医療法人社団 中西整形外科,524-0021,守山市吉身3-14-21,医療法人社団　中西整形外科,,582-5030,1994-03-01,,,5624240.xlsx
一般診療所,,岸本眼科医院,524-0022,守山市守山1-10-8,医療法人社団岸本眼科医院,,582-2139,1995-02-01,,,5624240.xlsx
一般診療所,,久保婦人科,524-0002,守山市小島町1082,久保　淑子,,583-8778,2007-01-30,,,5624240.xlsx
一般診療所,,坂井クリニック,524-0044,守山市古高町383,坂井　千秋,,581-0565,1997-08-25,,,5624240.xlsx
一般診療所,,山本内科婦人科クリニック,524-0037,守山市梅田町1-25,山本　英豊,,581-1777,1996-07-10,,,5624240.xlsx
一般診療所,,医療法人　小西醫院,524-0103,守山市洲本町字1256-6,医療法人小西醫院,,584-2666,2002-04-01,,,5624240.xlsx
一般診療所,,前川医院,524-0102,守山市水保町1278,前川　直子,,598－6288,2010-04-27,,,5624240.xlsx
一般診療所,,大橋医院,524-0014,守山市石田町234,森田　益次,,585-0014,2015-04-01,,,5624240.xlsx
一般診療所,,大橋内科医院,524-0014,守山市石田町275-3,医療法人大橋内科医院,,585-5666,2007-04-01,,,5624240.xlsx
一般診療所,,津田内科医院,524-0042,守山市焔魔堂町15,津田　透,,582-3094,2009-11-01,,,5624240.xlsx
一般診療所,,藤井内科,524-0004,守山市笠原町1238,藤井　義正,,582-2322,2006-09-01,,,5624240.xlsx
一般診療所,,特別養護老人ホームゆいの里医務室,524-0103,守山市笠原町１３１３番地３,社会福祉法人慈恵会,,585-4566,2023-07-01,,,5624240.xlsx
一般診療所,,内科・胃腸科井上ｸﾘﾆｯｸ,524-0021,守山市吉身3-14-46,井上　久行,,581-1233,1997-10-01,,,5624240.xlsx
一般診療所,,日本バイリ－ンＫＫ滋賀工場診療所,524-0041,守山市勝部4-1-11,日本バイリーン株式会社滋賀工場,,583-2512,1973-05-01,,,5624240.xlsx
一般診療所,,浜中医院,524-0043,守山市二町町41-1,浜中　暁男,,583-3330,1981-04-01,,,5624240.xlsx
一般診療所,,守山じんがみ眼科,524-0012,守山市播磨田町447-4,医療法人博慈会,,581-3494,2007-10-01,,,5624240.xlsx
一般診療所,,峯森内科医院,524-0104,守山市木浜町1670-1,峯森　清春,,584-2386,1999-06-07,,,5624240.xlsx
一般診療所,,すずきクリニック,524-0033,守山市浮気町105-3,鈴木　雅之,,582-0222,2010-07-26,,,5624240.xlsx
一般診療所,,特別養護老人ホームカナリヤの家医務室,524-0051,守山市三宅町８３３,社会福祉法人友愛,,581-1551,2007-01-01,,,5624240.xlsx
一般診療所,,はたスポーツ整形クリニック,524-0013,守山市下之郷一丁目１５番８号,医療法人はたスポーツ整形クリニック,,516-8600,2012-05-07,,,5624240.xlsx
一般診療所,,なかにし皮フ科クリニック,524-0041,守山市勝部６丁目３番34号,中西　元,,583-4112,2013-09-02,,,5624240.xlsx
一般診療所,,医療法人かわひと内科クリニック,524-0041,守山市勝部3丁目15番31-2号,医療法人かわひと内科クリニック,,582-0929,2024-11-01,,,5624240.xlsx
一般診療所,,西藤小児科こどもの呼吸器・ｱﾚﾙｷﾞｰｸﾘﾆｯｸ,524-0022,守山市守山1丁目12-12,医療法人藤城会,,582-3110,2016-09-01,,,5624240.xlsx
一般診療所,,小森眼科クリニック,524-0045,守山市金森町600-1,小森　秀樹,,581-1313,2016-10-20,,,5624240.xlsx
一般診療所,,はっとり皮フ科クリニック,524-0041,守山市勝部3丁目15番31-3号,服部　ゆかり,,599-0900,2017-03-10,,,5624240.xlsx
一般診療所,,ヤザマ内科医院,524-0052,守山市大門町56-1,矢間  博貴,,582-8627,2017-05-09,,,5624240.xlsx
一般診療所,,医療法人 叡智会 つつみ耳鼻咽喉科,524-0042,守山市焔魔堂町115-1,医療法人 叡智会,,581-1187,2017-10-01,,,5624240.xlsx
一般診療所,,辻医院,524-0214,守山市立田町1772-2,辻 雅衛,,585-6030,2018-07-01,,,5624240.xlsx
一般診療所,,医療法人いがらしクリニック,524-0022,守山市守山6丁目10-34,医療法人いがらしクリニック,,514-1130,2021-10-01,,,5624240.xlsx
一般診療所,,医療法人かわさきクリニック,524-0041,守山市勝部1丁目1-21 小島ビル302号,医療法人かわさきクリニック,,514-3666,2022-10-01,,,5624240.xlsx
一般診療所,,特別養護老人ホームひいらぎ内医務室,524-0016,守山市荒見町８５番地,社会福祉法人近江笑生会,,514-1680,2020-03-01,,,5624240.xlsx
一般診療所,,医療法人せんぎく腎泌尿器科クリニック,524-0045,守山市金森町598-1,医療法人せんぎく腎泌尿器科クリニック,,596-5070,2020-04-01,,,5624240.xlsx
一般診療所,,医療法人くまだキッズファミリークリニック,524-0045,守山市金森町454-4,医療法人くまだキッズファミリークリニック,,598-5754,2020-11-01,,,5624240.xlsx
一般診療所,,荒堀整形外科,524-0052,守山市大門町156番,荒堀　資弥,,582-8885,2021-01-01,,,5624240.xlsx
一般診療所,,銀座通りクリニック内科・呼吸器内科,524-0022,守山市守山1丁目5番10号　守山銀座ビル東館2階,医療法人さくら会守山さくら内科クリニック,,599-3914,2021-03-08,,,5624240.xlsx
一般診療所,,守山銀座スキンクリニック,524-0022,守山市守山1-5-10　守山銀座ビル東館２F203,内藤　文之,,598-6798,2021-04-01,,,5624240.xlsx
一般診療所,,特別養護老人ホーム南平の郷診療所,524-0053,守山市横江町１５５番地,社会福祉法人日野友愛会,,599-3555,2021-04-01,,,5624240.xlsx
一般診療所,,医療法人翠蓮会　とがの整形外科クリニック,524-0045,守山市金森町603-1,医療法人翠蓮会,,077-582-8341,Ｒ6.11.1法人化,,,5624240.xlsx
一般診療所,,やまぐち内科医院,524-0012,守山市播磨田町1304番地2,山口　通雅,,581-1634,2022-04-01,,,5624240.xlsx
一般診療所,,さとう内科クリニック,524-0046,守山市今宿四丁目5番17号,佐藤　大介,,077-599-1861,2023-04-01,,,5624240.xlsx
一般診療所,,医療法人社団日翔会　なぎさクリニック,524-0046,守山市今宿二丁目13番24号,医療法人社団日翔会,,077-598-1648,2023-10-01,,,5624240.xlsx
一般診療所,,おうみ在宅クリニック,524-0043,守山市二町町１９５－４,医療法人　青蘭会,,077-536-5171,Ｒ7.11.1法人化,,,5624240.xlsx
一般診療所,,特別養護老人ホームサクラベル守山(2階医務室),524-0014,守山市石田町424-1,社会福祉法人あいの土山福祉会,,585-8200,2023-11-01,,,5624240.xlsx
一般診療所,,特別養護老人ホームサクラベル守山(3階医務室),524-0014,守山市石田町424-1,社会福祉法人あいの土山福祉会,,585-8200,2024-07-01,,,5624240.xlsx
一般診療所,,あゆみスキンクリニック,524-0022,守山市守山三丁目７番１１号,堀口　亜有未,,518-7576,2024-09-01,,,5624240.xlsx
一般診療所,,ブルーレイク消化器内科クリニック,524-0045,守山市金森町605-1,長谷川　大,,516-8900,2025-01-01,,,5624240.xlsx
一般診療所,,ひかり眼科,524-0101,守山市今浜町2620-5ピエリ守山2F,医療法人　ひとみ会,,558-5560,2025-07-01,,,5624240.xlsx
一般診療所,,なかじま小児科アレルギークリニック,524-0041,守山市勝部五丁目６番３４号,医療法人グリーンスウォード,,518-8778,2025-09-01,,,5624240.xlsx
一般診療所,,守山駅前よねくら内科・胃腸内視鏡クリニック,524-0037,守山市梅田町６番２号,米倉　伸彦,,514-8205,2025-11-04,,,5624240.xlsx
一般診療所,,ぱんだキッズファミリークリニック,524-0037,守山市梅田町６番２号,底田　辰之,,514-8190,2025-11-04,,,5624240.xlsx
一般診療所,,ＫＫＣウエルネス栗東健診クリニック,520-3016,栗東市小野501-1,一般財団法人近畿健康管理センター,,551-0500,1998-03-02,,,5624240.xlsx
一般診療所,,あらき内科クリニック,520-3015,栗東市安養寺１丁目１番20-101号,新木　真一,,553-4447,2007-01-05,,,5624240.xlsx
一般診療所,,医療法人社団 ふじもと医院,520-3035,栗東市霊仙寺1-2-19  ｴｽﾎﾟ栗東204,医療法人社団ふじもと医院,,554-2528,2002-05-01,,,5624240.xlsx
一般診療所,,医療法人社団 渡辺産婦人科,520-3027,栗東市野尻435,医療法人社団渡辺産婦人科,,551-1331,2000-09-15,,,5624240.xlsx
