カテゴリ,施設名,郵便番号,所在地,住所,番地,法人・団体名,確認・許可年月日,種別,旧種別,登録期限,保健所
美容所,ｈａｉｒ ｒｅｓｏｒｔ ｈｉｎａｎｏ,522-0023,彦根市原町,彦根市原町１３６－３３,１３６－３３,,H20/06/17,,,,彦根
美容所,ＨＡＩＲ＆ＦＡＣＥ Ｌｏｖｅ,522-0041,彦根市平田町,彦根市平田町８０５,８０５,有限会社ラブ,H07/03/09,,,,彦根
美容所,Ｈａｉｒ／Ｍａｋｅ Ｌｅ ｍｉｅｕｘ,529-1313,愛知郡愛荘町市,愛知郡愛荘町市１４９０－５,１４９０－５,,H19/05/09,,,,彦根
美容所,ｈａｉｒ／ｍａｋｅ Ｖｉｆ,521-1131,彦根市上稲葉町,彦根市上稲葉町２０７,２０７,,H07/09/14,,,,彦根
美容所,ｈａｉｒｉｍ,522-0043,彦根市小泉町,彦根市小泉町１４－７,１４－７,,H16/02/28,,,,彦根
美容所,ＨＡＩＲ－Ｐｉｎｘ．,522-0056,彦根市開出今町,彦根市開出今町１７３３－５,１７３３－５,,H17/05/06,,,,彦根
美容所,ｈａｉｒーｓａｌｏｎ ａｘｉａ,522-0201,彦根市高宮町,彦根市高宮町１１９９ リバノースビル１Ｆ,１１９９ リバノースビル１Ｆ,,H18/06/28,,,,彦根
美容所,Ｈｅａｌｉｎｇ ｓａｌｏｎ ｉｒ２ あい あーる,522-0243,犬上郡甲良町小川原,犬上郡甲良町小川原８０８－１８,８０８－１８,,H19/01/12,,,,彦根
美容所,ｉ－ｈｏｐｅ．．,529-1311,愛知郡愛荘町石橋,愛知郡愛荘町石橋６４８,６４８,,H10/04/13,,,,彦根
美容所,Ｊ．Ａ．Ｈ Ｊ．Ａ．Ｈ,522-0043,彦根市小泉町,彦根市小泉町５９６－１ コーポ北川１０１,５９６－１ コーポ北川１０１,,H18/12/15,,,,彦根
美容所,ｍａｋｅ ｉｔ,522-0066,彦根市栄町一丁目,彦根市栄町一丁目１－４,１－４,,H15/03/18,,,,彦根
美容所,Ｍａｍａｒｒａｃｈｏ,522-0064,彦根市本町一丁目,彦根市本町一丁目１１－１９／２Ｆ,１１－１９／２Ｆ,,H14/10/08,,,,彦根
美容所,ＰＡＲＴⅡ みちよ,522-0074,彦根市大東町,彦根市大東町２－３３丸金ビル２Ｆ,２－３３丸金ビル２Ｆ,株式会社ビューティサロンみちよ,S63/07/15,,,,彦根
美容所,ｐｅｕ ａ′ｐｅｕ,522-0053,彦根市大藪町,彦根市大藪町１４１６－１,１４１６－１,,H15/05/16,,,,彦根
美容所,ｒｏｏｍ ｎｏ．７７,521-1131,彦根市上稲葉町,彦根市上稲葉町５１－３,５１－３,,H20/01/21,,,,彦根
美容所,Ｓａｌｏｎ ｄｅ ｅｌｆ,529-1303,愛知郡愛荘町長野,愛知郡愛荘町長野２０９４－８,２０９４－８,,H08/09/06,,,,彦根
美容所,Ｓａｌｏｎ Ｍａｋｏ,522-0041,彦根市平田町,彦根市平田町９３６,９３６,,H07/12/19,,,,彦根
美容所,ｓｕｎｎｙ ｄａｙｓ,522-0038,彦根市西沼波町,彦根市西沼波町１８２－１,１８２－１,,H18/06/27,,,,彦根
美容所,ｓｗｏｒｄ,522-0056,彦根市開出今町,彦根市開出今町１５１６－５５,１５１６－５５,,H16/01/19,,,,彦根
美容所,Ｔｒｅｎｔｅ Ｑｕａｔｒｅ,522-0054,彦根市西今町,彦根市西今町１２９８－１４,１２９８－１４,,H18/01/11,,,,彦根
美容所,Ｔｒｏｎｅ ＆ Ｖｏｔｅ,522-0002,彦根市松原町,彦根市松原町３７２０－１９,３７２０－１９,,H18/07/12,,,,彦根
美容所,ＷＨＩＴＥ ＦＬＡＴ,529-1331,愛知郡愛荘町愛知川,愛知郡愛荘町愛知川１５０３,１５０３,,H13/09/04,,,,彦根
美容所,ＷＩＴＨ,522-0057,彦根市八坂町,彦根市八坂町８２８－１,８２８－１,,H07/09/12,,,,彦根
美容所,Ｙ’ｓ 美容室,522-0222,彦根市南川瀬町,彦根市南川瀬町８１０,８１０,,H17/10/11,,,,彦根
美容所,アウラ,521-1123,彦根市肥田町,彦根市肥田町１００８,１００８,,H18/10/10,,,,彦根
美容所,μ．Ａｋａｎｅ,522-0041,彦根市平田町,彦根市平田町７８４－２２,７８４－２２,有限会社Ａｋａｎｅ美容室,H17/02/18,,,,彦根
美容所,アコ 美容室,522-0058,彦根市須越町,彦根市須越町１２６７,１２６７,,S42/04/21,,,,彦根
美容所,アポロ美容室,522-0004,彦根市鳥居本町,彦根市鳥居本町１６３３－２,１６３３－２,,S51/07/07,,,,彦根
美容所,アミ美容室,522-0261,犬上郡甲良町長寺,犬上郡甲良町長寺１１１,１１１,,H10/11/02,,,,彦根
美容所,アメニティスポットジャック＆ベティ,522-0002,彦根市松原町,彦根市松原町１０９７－５,１０９７－５,株式会社ビューティサロンみちよ,S63/07/20,,,,彦根
美容所,アル・ピュール スタイリッシュヘアー,522-0041,彦根市平田町,彦根市平田町９６７－５,９６７－５,,H14/11/13,,,,彦根
美容所,うおやす美容室,522-0341,犬上郡多賀町多賀,犬上郡多賀町多賀７２１,７２１,,S59/09/27,,,,彦根
美容所,エコー美容室,529-1206,愛知郡愛荘町蚊野,愛知郡愛荘町蚊野１４５０,１４５０,,S38/10/01,,,,彦根
美容所,オカ美容室,529-1223,愛知郡愛荘町島川,愛知郡愛荘町島川１２６８－４,１２６８－４,,S55/12/15,,,,彦根
美容所,おしゃれサロン しらゆきひめ,522-0047,彦根市日夏町,彦根市日夏町２７５０－１１９,２７５０－１１９,,H05/11/10,,,,彦根
美容所,おしゃれサロン ツジ,529-1166,犬上郡豊郷町上枝,犬上郡豊郷町上枝３３９,３３９,有限会社 ツジ,H08/09/30,,,,彦根
美容所,おしゃれハウス モア,521-1123,彦根市肥田町,彦根市肥田町９８１－２,９８１－２,,H07/10/25,,,,彦根
美容所,カズ美容室,522-0213,彦根市西葛籠町,彦根市西葛籠町１６０,１６０,,S47/12/23,,,,彦根
美容所,かたおか,522-0252,犬上郡甲良町金屋,犬上郡甲良町金屋７８４,７８４,,H17/06/28,,,,彦根
美容所,カットサロン イマジン,522-0007,彦根市古沢町,彦根市古沢町６７３－１,６７３－１,,H13/03/30,,,,彦根
